p157.cli                                           
    2         1
.11610E+06
  5    0.20000E-05 0.10000E-04 0.30000E-04 0.49000E-03 0.20000E-03
NO EVENT      1   222
NO EVENT      1   223
NO EVENT      1   224
NO EVENT      1   225
NO EVENT      1   226
NO EVENT      1   227
NO EVENT      1   228
NO EVENT      1   229
NO EVENT      1   230
NO EVENT      1   231
NO EVENT      1   232
NO EVENT      1   233
NO EVENT      1   234
NO EVENT      1   235
NO EVENT      1   236
NO EVENT      1   237
NO EVENT      1   238
NO EVENT      1   239
NO EVENT      1   240
NO EVENT      1   241
NO EVENT      1   242
NO EVENT      1   243
NO EVENT      1   244
NO EVENT      1   245
NO EVENT      1   246
NO EVENT      1   247
NO EVENT      1   248
NO EVENT      1   249
NO EVENT      1   250
NO EVENT      1   251
NO EVENT      1   252
NO EVENT      1   253
NO EVENT      1   254
NO EVENT      1   255
NO EVENT      1   256
NO EVENT      1   257
NO EVENT      1   258
NO EVENT      1   259
NO EVENT      1   260
NO EVENT      1   261
NO EVENT      1   262
NO EVENT      1   263
EVENT         1   264      0.75240E+04 0.45391E+00 0.76200E+00 0.52215E-02 0.60622E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.28269E+00      0.78692E+03 0.00000E+00 0.84785E-01 0.33275E+00 0.58697E+00      0.27478E+00 0.18790E-01 0.65316E-01 0.25634E+00 0.45219E+00
     0.21168E+00 0.14475E-01
NO EVENT      1   265
NO EVENT      1   266
NO EVENT      1   267
NO EVENT      1   268
NO EVENT      1   269
NO EVENT      1   270
NO EVENT      1   271
NO EVENT      1   272
NO EVENT      1   273
NO EVENT      1   274
NO EVENT      1   275
NO EVENT      1   276
NO EVENT      1   277
NO EVENT      1   278
NO EVENT      1   279
NO EVENT      1   280
NO EVENT      1   281
NO EVENT      1   282
NO EVENT      1   283
EVENT         1   284      0.22500E+05 0.40704E+00 0.38747E+00 0.33785E-01 0.39224E+04 0.86439E-06 0.10036E+00 0.00000E+00 0.00000E+00 0.10372E+01      0.30809E+04 0.00000E+00 0.50425E-01 0.19790E+00 0.34910E+00      0.17600E+00 0.12035E-01 0.64198E-01 0.25196E+00 0.44445E+00
     0.22407E+00 0.15323E-01
EVENT         1   285      0.55800E+04 0.33427E+00 0.41454E+00 0.16504E-01 0.19161E+04 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.66008E+00      0.15358E+04 0.00000E+00 0.51261E-01 0.20118E+00 0.35489E+00      0.18175E+00 0.12428E-01 0.63956E-01 0.25101E+00 0.44278E+00
     0.22676E+00 0.15506E-01
NO EVENT      1   286
NO EVENT      1   287
NO EVENT      1   288
NO EVENT      1   289
NO EVENT      1   290
NO EVENT      1   291
NO EVENT      1   292
NO EVENT      1   293
NO EVENT      1   294
NO EVENT      1   295
NO EVENT      1   296
NO EVENT      1   297
NO EVENT      1   298
NO EVENT      1   299
NO EVENT      1   300
NO EVENT      1   301
NO EVENT      1   302
NO EVENT      1   303
NO EVENT      1   304
NO EVENT      1   305
NO EVENT      1   306
NO EVENT      1   307
NO EVENT      1   308
NO EVENT      1   309
NO EVENT      1   310
NO EVENT      1   311
NO EVENT      1   312
NO EVENT      1   313
NO EVENT      1   314
NO EVENT      1   315
NO EVENT      1   316
NO EVENT      1   317
NO EVENT      1   318
NO EVENT      1   319
NO EVENT      1   320
NO EVENT      1   321
NO EVENT      1   322
NO EVENT      1   323
NO EVENT      1   324
NO EVENT      1   325
NO EVENT      1   326
NO EVENT      1   327
NO EVENT      1   328
NO EVENT      1   329
NO EVENT      1   330
NO EVENT      1   331
NO EVENT      1   332
NO EVENT      1   333
NO EVENT      1   334
NO EVENT      1   335
NO EVENT      1   336
NO EVENT      1   337
NO EVENT      1   338
NO EVENT      1   339
NO EVENT      1   340
NO EVENT      1   341
NO EVENT      1   342
NO EVENT      1   343
NO EVENT      1   344
NO EVENT      1   345
NO EVENT      1   346
NO EVENT      1   347
NO EVENT      1   348
NO EVENT      1   349
NO EVENT      1   350
NO EVENT      1   351
NO EVENT      1   352
NO EVENT      1   353
NO EVENT      1   354
NO EVENT      1   355
NO EVENT      1   356
NO EVENT      1   357
NO EVENT      1   358
NO EVENT      1   359
NO EVENT      1   360
NO EVENT      1   361
NO EVENT      1   362
NO EVENT      1   363
NO EVENT      1   364
NO EVENT      1   365
NO EVENT      2     1
NO EVENT      2     2
EVENT         2     3      0.43200E+05 0.77894E+00 0.27492E+00 0.16399E-01 0.19040E+04 0.86439E-06 0.10036E+00 0.00000E+00 0.00000E+00 0.18666E+00      0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00      0.00000E+00 0.00000E+00 0.63700E-01 0.25000E+00 0.44100E+00
     0.22960E+00 0.15701E-01
NO EVENT      2     4
NO EVENT      2     5
NO EVENT      2     6
NO EVENT      2     7
NO EVENT      2     8
NO EVENT      2     9
NO EVENT      2    10
NO EVENT      2    11
NO EVENT      2    12
NO EVENT      2    13
NO EVENT      2    14
NO EVENT      2    15
NO EVENT      2    16
NO EVENT      2    17
NO EVENT      2    18
NO EVENT      2    19
NO EVENT      2    20
NO EVENT      2    21
NO EVENT      2    22
NO EVENT      2    23
NO EVENT      2    24
NO EVENT      2    25
NO EVENT      2    26
NO EVENT      2    27
NO EVENT      2    28
NO EVENT      2    29
NO EVENT      2    30
NO EVENT      2    31
NO EVENT      2    32
NO EVENT      2    33
NO EVENT      2    34
NO EVENT      2    35
NO EVENT      2    36
NO EVENT      2    37
NO EVENT      2    38
NO EVENT      2    39
NO EVENT      2    40
NO EVENT      2    41
NO EVENT      2    42
NO EVENT      2    43
NO EVENT      2    44
NO EVENT      2    45
NO EVENT      2    46
NO EVENT      2    47
NO EVENT      2    48
NO EVENT      2    49
NO EVENT      2    50
NO EVENT      2    51
NO EVENT      2    52
NO EVENT      2    53
NO EVENT      2    54
NO EVENT      2    55
NO EVENT      2    56
NO EVENT      2    57
NO EVENT      2    58
NO EVENT      2    59
NO EVENT      2    60
NO EVENT      2    61
NO EVENT      2    62
NO EVENT      2    63
NO EVENT      2    64
EVENT         2    65      0.72000E+04 0.47467E+00 0.34690E+00 0.25430E-01 0.29524E+04 0.86439E-06 0.10036E+00 0.00000E+00 0.00000E+00 0.59937E+00      0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00      0.00000E+00 0.00000E+00 0.63700E-01 0.25000E+00 0.44100E+00
     0.22960E+00 0.15701E-01
NO EVENT      2    66
NO EVENT      2    67
NO EVENT      2    68
NO EVENT      2    69
NO EVENT      2    70
EVENT         2    71      0.11340E+05 0.67531E+00 0.36230E+00 0.62110E-02 0.72110E+03 0.42983E-06 0.49903E-01 0.00000E+00 0.00000E+00 0.10746E+00      0.19248E+04 0.00000E+00 0.20007E+00 0.78521E+00 0.13851E+01      0.27970E+00 0.19127E-01 0.74955E-01 0.29417E+00 0.51892E+00
     0.10479E+00 0.71657E-02
NO EVENT      2    72
NO EVENT      2    73
NO EVENT      2    74
NO EVENT      2    75
NO EVENT      2    76
NO EVENT      2    77
NO EVENT      2    78
NO EVENT      2    79
NO EVENT      2    80
NO EVENT      2    81
NO EVENT      2    82
NO EVENT      2    83
NO EVENT      2    84
NO EVENT      2    85
NO EVENT      2    86
NO EVENT      2    87
NO EVENT      2    88
NO EVENT      2    89
NO EVENT      2    90
NO EVENT      2    91
NO EVENT      2    92
NO EVENT      2    93
EVENT         2    94      0.13356E+05 0.74121E+00 0.32724E+00 0.40862E-02 0.47441E+03 0.10432E-05 0.12112E+00 0.00000E+00 0.00000E+00 0.58181E-01      0.32745E+03 0.00000E+00 0.50154E-01 0.19684E+00 0.34722E+00      0.89859E-01 0.61448E-02 0.72664E-01 0.28518E+00 0.50306E+00
     0.13019E+00 0.89026E-02
NO EVENT      2    95
NO EVENT      2    96
NO EVENT      2    97
NO EVENT      2    98
NO EVENT      2    99
NO EVENT      2   100
NO EVENT      2   101
NO EVENT      2   102
NO EVENT      2   103
NO EVENT      2   104
NO EVENT      2   105
NO EVENT      2   106
NO EVENT      2   107
NO EVENT      2   108
NO EVENT      2   109
NO EVENT      2   110
NO EVENT      2   111
NO EVENT      2   112
NO EVENT      2   113
NO EVENT      2   114
NO EVENT      2   115
NO EVENT      2   116
NO EVENT      2   117
NO EVENT      2   118
NO EVENT      2   119
NO EVENT      2   120
NO EVENT      2   121
NO EVENT      2   122
NO EVENT      2   123
NO EVENT      2   124
NO EVENT      2   125
NO EVENT      2   126
NO EVENT      2   127
NO EVENT      2   128
NO EVENT      2   129
NO EVENT      2   130
NO EVENT      2   131
NO EVENT      2   132
NO EVENT      2   133
NO EVENT      2   134
NO EVENT      2   135
EVENT         2   136      0.12456E+05 0.59205E+00 0.23021E+00 0.22103E-02 0.25662E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.27718E-01      0.23979E+04 0.00000E+00 0.86411E+00 0.32863E+01 0.50515E+01      0.13345E+00 0.91257E-02 0.92474E-01 0.35168E+00 0.54059E+00
     0.14281E-01 0.97659E-03
NO EVENT      2   137
NO EVENT      2   138
NO EVENT      2   139
NO EVENT      2   140
NO EVENT      2   141
NO EVENT      2   142
NO EVENT      2   143
NO EVENT      2   144
EVENT         2   145      0.11556E+05 0.47409E+00 0.34303E+00 0.72573E-02 0.84257E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.16934E+00      0.82031E+04 0.00000E+00 0.80898E+00 0.31653E+01 0.51917E+01      0.53330E+00 0.36468E-01 0.83094E-01 0.32512E+00 0.53326E+00
     0.54777E-01 0.37458E-02
NO EVENT      2   146
EVENT         2   147      0.11628E+05 0.47898E+00 0.34352E+00 0.68632E-02 0.79682E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.15874E+00      0.15214E+05 0.00000E+00 0.15051E+01 0.59070E+01 0.10155E+02      0.14281E+01 0.97659E-01 0.78829E-01 0.30938E+00 0.53188E+00
     0.74798E-01 0.51148E-02
NO EVENT      2   148
NO EVENT      2   149
NO EVENT      2   150
NO EVENT      2   151
NO EVENT      2   152
NO EVENT      2   153
NO EVENT      2   154
NO EVENT      2   155
NO EVENT      2   156
EVENT         2   157      0.63720E+04 0.42477E+00 0.34654E+00 0.51974E-02 0.60342E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.13675E+00      0.58020E+04 0.00000E+00 0.70530E+00 0.27681E+01 0.48829E+01      0.11784E+01 0.80580E-01 0.73353E-01 0.28788E+00 0.50783E+00
     0.12255E+00 0.83804E-02
NO EVENT      2   158
NO EVENT      2   159
NO EVENT      2   160
NO EVENT      2   161
NO EVENT      2   162
NO EVENT      2   163
NO EVENT      2   164
NO EVENT      2   165
NO EVENT      2   166
NO EVENT      2   167
NO EVENT      2   168
NO EVENT      2   169
NO EVENT      2   170
NO EVENT      2   171
NO EVENT      2   172
NO EVENT      2   173
NO EVENT      2   174
NO EVENT      2   175
NO EVENT      2   176
NO EVENT      2   177
NO EVENT      2   178
NO EVENT      2   179
NO EVENT      2   180
NO EVENT      2   181
NO EVENT      2   182
NO EVENT      2   183
NO EVENT      2   184
EVENT         2   185      0.82800E+04 0.46031E+00 0.39455E+00 0.45677E-02 0.53031E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.12626E+00      0.47565E+04 0.00000E+00 0.63386E+00 0.24877E+01 0.43883E+01      0.13661E+01 0.93419E-01 0.70670E-01 0.27735E+00 0.48925E+00
     0.15231E+00 0.10415E-01
NO EVENT      2   186
NO EVENT      2   187
NO EVENT      2   188
NO EVENT      2   189
NO EVENT      2   190
NO EVENT      2   191
NO EVENT      2   192
NO EVENT      2   193
NO EVENT      2   194
NO EVENT      2   195
NO EVENT      2   196
NO EVENT      2   197
NO EVENT      2   198
NO EVENT      2   199
NO EVENT      2   200
NO EVENT      2   201
NO EVENT      2   202
NO EVENT      2   203
EVENT         2   204      0.11592E+05 0.60404E+00 0.25985E+00 0.11331E-02 0.13155E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.15720E-01      0.56724E+03 0.00000E+00 0.29898E+00 0.11734E+01 0.20698E+01      0.72037E+00 0.49261E-01 0.69339E-01 0.27213E+00 0.48004E+00
     0.16707E+00 0.11425E-01
NO EVENT      2   205
NO EVENT      2   206
NO EVENT      2   207
NO EVENT      2   208
NO EVENT      2   209
NO EVENT      2   210
NO EVENT      2   211
NO EVENT      2   212
NO EVENT      2   213
NO EVENT      2   214
NO EVENT      2   215
NO EVENT      2   216
NO EVENT      2   217
NO EVENT      2   218
NO EVENT      2   219
NO EVENT      2   220
NO EVENT      2   221
NO EVENT      2   222
NO EVENT      2   223
NO EVENT      2   224
NO EVENT      2   225
NO EVENT      2   226
NO EVENT      2   227
NO EVENT      2   228
NO EVENT      2   229
NO EVENT      2   230
NO EVENT      2   231
NO EVENT      2   232
NO EVENT      2   233
NO EVENT      2   234
NO EVENT      2   235
NO EVENT      2   236
NO EVENT      2   237
NO EVENT      2   238
NO EVENT      2   239
NO EVENT      2   240
NO EVENT      2   241
NO EVENT      2   242
NO EVENT      2   243
NO EVENT      2   244
NO EVENT      2   245
NO EVENT      2   246
NO EVENT      2   247
NO EVENT      2   248
NO EVENT      2   249
NO EVENT      2   250
NO EVENT      2   251
NO EVENT      2   252
NO EVENT      2   253
NO EVENT      2   254
NO EVENT      2   255
NO EVENT      2   256
NO EVENT      2   257
NO EVENT      2   258
NO EVENT      2   259
NO EVENT      2   260
NO EVENT      2   261
NO EVENT      2   262
NO EVENT      2   263
NO EVENT      2   264
NO EVENT      2   265
NO EVENT      2   266
NO EVENT      2   267
NO EVENT      2   268
NO EVENT      2   269
NO EVENT      2   270
NO EVENT      2   271
NO EVENT      2   272
NO EVENT      2   273
NO EVENT      2   274
NO EVENT      2   275
NO EVENT      2   276
NO EVENT      2   277
NO EVENT      2   278
NO EVENT      2   279
NO EVENT      2   280
NO EVENT      2   281
NO EVENT      2   282
NO EVENT      2   283
NO EVENT      2   284
NO EVENT      2   285
NO EVENT      2   286
NO EVENT      2   287
NO EVENT      2   288
NO EVENT      2   289
NO EVENT      2   290
NO EVENT      2   291
NO EVENT      2   292
NO EVENT      2   293
NO EVENT      2   294
NO EVENT      2   295
NO EVENT      2   296
NO EVENT      2   297
EVENT         2   298      0.41400E+04 0.51710E+00 0.31700E+00 0.48730E-02 0.56575E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.96339E-01      0.14376E+04 0.00000E+00 0.16411E+00 0.64406E+00 0.11361E+01      0.55854E+00 0.38195E-01 0.64583E-01 0.25346E+00 0.44711E+00
     0.21981E+00 0.15031E-01
NO EVENT      2   299
EVENT         2   300      0.12528E+05 0.83167E+00 0.25057E+00 0.11734E-02 0.13623E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.11401E-01      0.21185E+03 0.00000E+00 0.10010E+00 0.39284E+00 0.69297E+00      0.34557E+00 0.23631E-01 0.64366E-01 0.25261E+00 0.44561E+00
     0.22222E+00 0.15196E-01
NO EVENT      2   301
NO EVENT      2   302
NO EVENT      2   303
NO EVENT      2   304
NO EVENT      2   305
NO EVENT      2   306
NO EVENT      2   307
NO EVENT      2   308
NO EVENT      2   309
NO EVENT      2   310
NO EVENT      2   311
NO EVENT      2   312
NO EVENT      2   313
NO EVENT      2   314
NO EVENT      2   315
NO EVENT      2   316
NO EVENT      2   317
NO EVENT      2   318
NO EVENT      2   319
NO EVENT      2   320
NO EVENT      2   321
NO EVENT      2   322
NO EVENT      2   323
NO EVENT      2   324
NO EVENT      2   325
NO EVENT      2   326
NO EVENT      2   327
NO EVENT      2   328
NO EVENT      2   329
NO EVENT      2   330
NO EVENT      2   331
NO EVENT      2   332
NO EVENT      2   333
NO EVENT      2   334
NO EVENT      2   335
NO EVENT      2   336
NO EVENT      2   337
NO EVENT      2   338
NO EVENT      2   339
NO EVENT      2   340
NO EVENT      2   341
NO EVENT      2   342
NO EVENT      2   343
NO EVENT      2   344
NO EVENT      2   345
NO EVENT      2   346
NO EVENT      2   347
NO EVENT      2   348
NO EVENT      2   349
NO EVENT      2   350
NO EVENT      2   351
NO EVENT      2   352
NO EVENT      2   353
NO EVENT      2   354
NO EVENT      2   355
NO EVENT      2   356
NO EVENT      2   357
NO EVENT      2   358
NO EVENT      2   359
NO EVENT      2   360
NO EVENT      2   361
NO EVENT      2   362
NO EVENT      2   363
NO EVENT      2   364
NO EVENT      2   365
