p180.cli                                           
    2         1
.27540E+06
  5    0.20000E-05 0.10000E-04 0.30000E-04 0.49000E-03 0.20000E-03
NO EVENT      1   225
NO EVENT      1   226
NO EVENT      1   227
NO EVENT      1   228
NO EVENT      1   229
NO EVENT      1   230
NO EVENT      1   231
NO EVENT      1   232
NO EVENT      1   233
NO EVENT      1   234
NO EVENT      1   235
NO EVENT      1   236
NO EVENT      1   237
NO EVENT      1   238
NO EVENT      1   239
NO EVENT      1   240
NO EVENT      1   241
NO EVENT      1   242
NO EVENT      1   243
NO EVENT      1   244
NO EVENT      1   245
NO EVENT      1   246
NO EVENT      1   247
NO EVENT      1   248
NO EVENT      1   249
NO EVENT      1   250
NO EVENT      1   251
NO EVENT      1   252
NO EVENT      1   253
NO EVENT      1   254
NO EVENT      1   255
NO EVENT      1   256
NO EVENT      1   257
NO EVENT      1   258
NO EVENT      1   259
NO EVENT      1   260
NO EVENT      1   261
NO EVENT      1   262
NO EVENT      1   263
EVENT         1   264      0.75240E+04 0.19346E+01 0.28422E+01 0.14012E-02 0.38588E+03 0.13014E-07 0.35840E-02 0.00000E+00 0.00000E+00 0.15748E+00      0.20453E+03 0.00000E+00 0.62056E-01 0.87660E-01 0.37572E+00      0.46015E-02 0.81520E-06 0.11708E+00 0.16538E+00 0.70886E+00
     0.86813E-02 0.15380E-05
NO EVENT      1   265
NO EVENT      1   266
NO EVENT      1   267
NO EVENT      1   268
NO EVENT      1   269
NO EVENT      1   270
NO EVENT      1   271
NO EVENT      1   272
NO EVENT      1   273
NO EVENT      1   274
NO EVENT      1   275
NO EVENT      1   276
NO EVENT      1   277
NO EVENT      1   278
NO EVENT      1   279
NO EVENT      1   280
NO EVENT      1   281
NO EVENT      1   282
NO EVENT      1   283
EVENT         1   284      0.22500E+05 0.12635E+01 0.44531E+00 0.34444E-01 0.94860E+04 0.38039E-07 0.10476E-01 0.00000E+00 0.00000E+00 0.92871E+00      0.50138E+04 0.00000E+00 0.34062E-01 0.13368E+00 0.23581E+00      0.11699E+00 0.79999E-02 0.64445E-01 0.25292E+00 0.44616E+00
     0.22134E+00 0.15136E-01
EVENT         1   285      0.55800E+04 0.11016E+01 0.50649E+00 0.13093E-01 0.36057E+04 0.38039E-07 0.10476E-01 0.00000E+00 0.00000E+00 0.46049E+00      0.28560E+04 0.00000E+00 0.50668E-01 0.19885E+00 0.35078E+00      0.17951E+00 0.12275E-01 0.63968E-01 0.25105E+00 0.44286E+00
     0.22663E+00 0.15497E-01
NO EVENT      1   286
NO EVENT      1   287
NO EVENT      1   288
NO EVENT      1   289
NO EVENT      1   290
NO EVENT      1   291
NO EVENT      1   292
NO EVENT      1   293
NO EVENT      1   294
NO EVENT      1   295
NO EVENT      1   296
NO EVENT      1   297
NO EVENT      1   298
NO EVENT      1   299
NO EVENT      1   300
NO EVENT      1   301
NO EVENT      1   302
NO EVENT      1   303
NO EVENT      1   304
NO EVENT      1   305
NO EVENT      1   306
NO EVENT      1   307
NO EVENT      1   308
NO EVENT      1   309
NO EVENT      1   310
NO EVENT      1   311
NO EVENT      1   312
NO EVENT      1   313
NO EVENT      1   314
NO EVENT      1   315
NO EVENT      1   316
NO EVENT      1   317
NO EVENT      1   318
NO EVENT      1   319
NO EVENT      1   320
NO EVENT      1   321
NO EVENT      1   322
NO EVENT      1   323
NO EVENT      1   324
NO EVENT      1   325
NO EVENT      1   326
NO EVENT      1   327
NO EVENT      1   328
NO EVENT      1   329
NO EVENT      1   330
NO EVENT      1   331
NO EVENT      1   332
NO EVENT      1   333
NO EVENT      1   334
NO EVENT      1   335
NO EVENT      1   336
NO EVENT      1   337
NO EVENT      1   338
NO EVENT      1   339
NO EVENT      1   340
NO EVENT      1   341
NO EVENT      1   342
NO EVENT      1   343
NO EVENT      1   344
NO EVENT      1   345
NO EVENT      1   346
NO EVENT      1   347
NO EVENT      1   348
NO EVENT      1   349
NO EVENT      1   350
NO EVENT      1   351
NO EVENT      1   352
NO EVENT      1   353
NO EVENT      1   354
NO EVENT      1   355
NO EVENT      1   356
NO EVENT      1   357
NO EVENT      1   358
NO EVENT      1   359
NO EVENT      1   360
NO EVENT      1   361
NO EVENT      1   362
NO EVENT      1   363
NO EVENT      1   364
NO EVENT      1   365
NO EVENT      2     1
NO EVENT      2     2
EVENT         2     3      0.43200E+05 0.24886E+01 0.45461E+00 0.15794E-01 0.43496E+04 0.54032E-07 0.14880E-01 0.00000E+00 0.00000E+00 0.22072E+00      0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00      0.00000E+00 0.00000E+00 0.63700E-01 0.25000E+00 0.44100E+00
     0.22960E+00 0.15701E-01
NO EVENT      2     4
NO EVENT      2     5
NO EVENT      2     6
NO EVENT      2     7
NO EVENT      2     8
NO EVENT      2     9
NO EVENT      2    10
NO EVENT      2    11
NO EVENT      2    12
NO EVENT      2    13
NO EVENT      2    14
NO EVENT      2    15
NO EVENT      2    16
NO EVENT      2    17
NO EVENT      2    18
NO EVENT      2    19
NO EVENT      2    20
NO EVENT      2    21
NO EVENT      2    22
NO EVENT      2    23
NO EVENT      2    24
NO EVENT      2    25
NO EVENT      2    26
NO EVENT      2    27
NO EVENT      2    28
NO EVENT      2    29
NO EVENT      2    30
NO EVENT      2    31
NO EVENT      2    32
NO EVENT      2    33
NO EVENT      2    34
NO EVENT      2    35
NO EVENT      2    36
NO EVENT      2    37
NO EVENT      2    38
NO EVENT      2    39
NO EVENT      2    40
NO EVENT      2    41
NO EVENT      2    42
NO EVENT      2    43
NO EVENT      2    44
NO EVENT      2    45
NO EVENT      2    46
NO EVENT      2    47
NO EVENT      2    48
NO EVENT      2    49
NO EVENT      2    50
NO EVENT      2    51
NO EVENT      2    52
NO EVENT      2    53
NO EVENT      2    54
NO EVENT      2    55
NO EVENT      2    56
NO EVENT      2    57
NO EVENT      2    58
NO EVENT      2    59
NO EVENT      2    60
NO EVENT      2    61
NO EVENT      2    62
NO EVENT      2    63
NO EVENT      2    64
EVENT         2    65      0.72000E+04 0.15140E+01 0.46823E+00 0.22855E-01 0.62943E+04 0.19051E-07 0.52466E-02 0.00000E+00 0.00000E+00 0.54073E+00      0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00      0.00000E+00 0.00000E+00 0.63700E-01 0.25000E+00 0.44100E+00
     0.22960E+00 0.15701E-01
NO EVENT      2    66
NO EVENT      2    67
NO EVENT      2    68
NO EVENT      2    69
NO EVENT      2    70
EVENT         2    71      0.11340E+05 0.21004E+01 0.24777E+00 0.60740E-02 0.16728E+04 0.33326E-07 0.91779E-02 0.00000E+00 0.00000E+00 0.54813E-01      0.35308E+02 0.00000E+00 0.17792E-01 0.19038E-02 0.14094E-02      0.16335E-05 0.16041E-06 0.84294E+00 0.90196E-01 0.66774E-01
     0.77388E-04 0.75998E-05
NO EVENT      2    72
NO EVENT      2    73
NO EVENT      2    74
NO EVENT      2    75
NO EVENT      2    76
NO EVENT      2    77
NO EVENT      2    78
NO EVENT      2    79
NO EVENT      2    80
NO EVENT      2    81
NO EVENT      2    82
NO EVENT      2    83
NO EVENT      2    84
NO EVENT      2    85
NO EVENT      2    86
NO EVENT      2    87
NO EVENT      2    88
NO EVENT      2    89
NO EVENT      2    90
NO EVENT      2    91
NO EVENT      2    92
NO EVENT      2    93
EVENT         2    94      0.13356E+05 0.23194E+01 0.22067E+00 0.39081E-02 0.10763E+04 0.58134E-07 0.16010E-01 0.00000E+00 0.00000E+00 0.28444E-01      0.10298E+02 0.00000E+00 0.90849E-02 0.35166E-03 0.13055E-03      0.67564E-06 0.46202E-07 0.94953E+00 0.36754E-01 0.13644E-01
     0.70616E-04 0.48289E-05
NO EVENT      2    95
NO EVENT      2    96
NO EVENT      2    97
NO EVENT      2    98
NO EVENT      2    99
NO EVENT      2   100
NO EVENT      2   101
NO EVENT      2   102
NO EVENT      2   103
NO EVENT      2   104
NO EVENT      2   105
NO EVENT      2   106
NO EVENT      2   107
NO EVENT      2   108
NO EVENT      2   109
NO EVENT      2   110
NO EVENT      2   111
NO EVENT      2   112
NO EVENT      2   113
NO EVENT      2   114
NO EVENT      2   115
NO EVENT      2   116
NO EVENT      2   117
NO EVENT      2   118
NO EVENT      2   119
NO EVENT      2   120
NO EVENT      2   121
NO EVENT      2   122
NO EVENT      2   123
NO EVENT      2   124
NO EVENT      2   125
NO EVENT      2   126
NO EVENT      2   127
NO EVENT      2   128
NO EVENT      2   129
NO EVENT      2   130
NO EVENT      2   131
NO EVENT      2   132
NO EVENT      2   133
NO EVENT      2   134
NO EVENT      2   135
NO EVENT      2   136
NO EVENT      2   137
NO EVENT      2   138
NO EVENT      2   139
NO EVENT      2   140
NO EVENT      2   141
NO EVENT      2   142
NO EVENT      2   143
NO EVENT      2   144
EVENT         2   145      0.11556E+05 0.18829E+01 0.14841E+00 0.16580E-02 0.45660E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.99970E-02      0.23212E+02 0.00000E+00 0.37035E-01 0.30312E-02 0.10765E-01      0.37429E-05 0.25595E-06 0.72853E+00 0.59627E-01 0.21176E+00
     0.73628E-04 0.50348E-05
NO EVENT      2   146
EVENT         2   147      0.11628E+05 0.14284E+01 0.24456E+00 0.80611E-02 0.22200E+04 0.51667E-07 0.14229E-01 0.00000E+00 0.00000E+00 0.10558E+00      0.93612E+03 0.00000E+00 0.17491E+00 0.68603E-01 0.17802E+00      0.13457E-03 0.18226E-05 0.41479E+00 0.16269E+00 0.42219E+00
     0.31913E-03 0.43223E-05
NO EVENT      2   148
NO EVENT      2   149
NO EVENT      2   150
NO EVENT      2   151
NO EVENT      2   152
NO EVENT      2   153
NO EVENT      2   154
NO EVENT      2   155
NO EVENT      2   156
EVENT         2   157      0.63720E+04 0.16752E+01 0.17127E+00 0.12782E-02 0.35200E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.99970E-02      0.24320E+02 0.00000E+00 0.43110E-01 0.46275E-02 0.21342E-01      0.96882E-05 0.66250E-06 0.62397E+00 0.66978E-01 0.30890E+00
     0.14023E-03 0.95889E-05
NO EVENT      2   158
NO EVENT      2   159
NO EVENT      2   160
NO EVENT      2   161
NO EVENT      2   162
NO EVENT      2   163
NO EVENT      2   164
NO EVENT      2   165
NO EVENT      2   166
NO EVENT      2   167
NO EVENT      2   168
NO EVENT      2   169
NO EVENT      2   170
NO EVENT      2   171
NO EVENT      2   172
NO EVENT      2   173
NO EVENT      2   174
NO EVENT      2   175
NO EVENT      2   176
NO EVENT      2   177
NO EVENT      2   178
NO EVENT      2   179
NO EVENT      2   180
NO EVENT      2   181
NO EVENT      2   182
NO EVENT      2   183
NO EVENT      2   184
NO EVENT      2   185
NO EVENT      2   186
NO EVENT      2   187
NO EVENT      2   188
NO EVENT      2   189
NO EVENT      2   190
NO EVENT      2   191
NO EVENT      2   192
NO EVENT      2   193
NO EVENT      2   194
NO EVENT      2   195
NO EVENT      2   196
NO EVENT      2   197
NO EVENT      2   198
NO EVENT      2   199
NO EVENT      2   200
NO EVENT      2   201
NO EVENT      2   202
NO EVENT      2   203
NO EVENT      2   204
NO EVENT      2   205
NO EVENT      2   206
NO EVENT      2   207
NO EVENT      2   208
NO EVENT      2   209
NO EVENT      2   210
NO EVENT      2   211
NO EVENT      2   212
NO EVENT      2   213
NO EVENT      2   214
NO EVENT      2   215
NO EVENT      2   216
NO EVENT      2   217
NO EVENT      2   218
NO EVENT      2   219
NO EVENT      2   220
NO EVENT      2   221
NO EVENT      2   222
NO EVENT      2   223
NO EVENT      2   224
NO EVENT      2   225
NO EVENT      2   226
NO EVENT      2   227
NO EVENT      2   228
NO EVENT      2   229
NO EVENT      2   230
NO EVENT      2   231
NO EVENT      2   232
NO EVENT      2   233
NO EVENT      2   234
NO EVENT      2   235
NO EVENT      2   236
NO EVENT      2   237
NO EVENT      2   238
NO EVENT      2   239
NO EVENT      2   240
NO EVENT      2   241
NO EVENT      2   242
NO EVENT      2   243
NO EVENT      2   244
NO EVENT      2   245
NO EVENT      2   246
NO EVENT      2   247
NO EVENT      2   248
NO EVENT      2   249
NO EVENT      2   250
NO EVENT      2   251
NO EVENT      2   252
NO EVENT      2   253
NO EVENT      2   254
NO EVENT      2   255
NO EVENT      2   256
NO EVENT      2   257
NO EVENT      2   258
NO EVENT      2   259
NO EVENT      2   260
NO EVENT      2   261
NO EVENT      2   262
NO EVENT      2   263
NO EVENT      2   264
NO EVENT      2   265
NO EVENT      2   266
NO EVENT      2   267
NO EVENT      2   268
NO EVENT      2   269
NO EVENT      2   270
NO EVENT      2   271
NO EVENT      2   272
NO EVENT      2   273
NO EVENT      2   274
NO EVENT      2   275
NO EVENT      2   276
NO EVENT      2   277
NO EVENT      2   278
NO EVENT      2   279
NO EVENT      2   280
NO EVENT      2   281
NO EVENT      2   282
NO EVENT      2   283
NO EVENT      2   284
NO EVENT      2   285
NO EVENT      2   286
NO EVENT      2   287
NO EVENT      2   288
NO EVENT      2   289
NO EVENT      2   290
NO EVENT      2   291
NO EVENT      2   292
NO EVENT      2   293
NO EVENT      2   294
NO EVENT      2   295
NO EVENT      2   296
NO EVENT      2   297
EVENT         2   298      0.41400E+04 0.21463E+01 0.26798E+00 0.10467E-02 0.28825E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.99970E-02      0.18806E+01 0.00000E+00 0.60410E-02 0.34963E-03 0.12964E-03      0.37366E-05 0.25551E-06 0.92593E+00 0.53589E-01 0.19871E-01
     0.57271E-03 0.39164E-04
NO EVENT      2   299
NO EVENT      2   300
NO EVENT      2   301
NO EVENT      2   302
NO EVENT      2   303
NO EVENT      2   304
NO EVENT      2   305
NO EVENT      2   306
NO EVENT      2   307
NO EVENT      2   308
NO EVENT      2   309
NO EVENT      2   310
NO EVENT      2   311
NO EVENT      2   312
NO EVENT      2   313
NO EVENT      2   314
NO EVENT      2   315
NO EVENT      2   316
NO EVENT      2   317
NO EVENT      2   318
NO EVENT      2   319
NO EVENT      2   320
NO EVENT      2   321
NO EVENT      2   322
NO EVENT      2   323
NO EVENT      2   324
NO EVENT      2   325
NO EVENT      2   326
NO EVENT      2   327
NO EVENT      2   328
NO EVENT      2   329
NO EVENT      2   330
NO EVENT      2   331
NO EVENT      2   332
NO EVENT      2   333
NO EVENT      2   334
NO EVENT      2   335
NO EVENT      2   336
NO EVENT      2   337
NO EVENT      2   338
NO EVENT      2   339
NO EVENT      2   340
NO EVENT      2   341
NO EVENT      2   342
NO EVENT      2   343
NO EVENT      2   344
NO EVENT      2   345
NO EVENT      2   346
NO EVENT      2   347
NO EVENT      2   348
NO EVENT      2   349
NO EVENT      2   350
NO EVENT      2   351
NO EVENT      2   352
NO EVENT      2   353
NO EVENT      2   354
NO EVENT      2   355
NO EVENT      2   356
NO EVENT      2   357
NO EVENT      2   358
NO EVENT      2   359
NO EVENT      2   360
NO EVENT      2   361
NO EVENT      2   362
NO EVENT      2   363
NO EVENT      2   364
NO EVENT      2   365
