p176.cli                                           
    2         1
.18000E+05
  5    0.20000E-05 0.10000E-04 0.30000E-04 0.49000E-03 0.20000E-03
NO EVENT      1   225
NO EVENT      1   226
NO EVENT      1   227
NO EVENT      1   228
NO EVENT      1   229
NO EVENT      1   230
NO EVENT      1   231
NO EVENT      1   232
NO EVENT      1   233
NO EVENT      1   234
NO EVENT      1   235
NO EVENT      1   236
NO EVENT      1   237
NO EVENT      1   238
NO EVENT      1   239
NO EVENT      1   240
NO EVENT      1   241
NO EVENT      1   242
NO EVENT      1   243
NO EVENT      1   244
NO EVENT      1   245
NO EVENT      1   246
NO EVENT      1   247
NO EVENT      1   248
NO EVENT      1   249
NO EVENT      1   250
NO EVENT      1   251
NO EVENT      1   252
NO EVENT      1   253
NO EVENT      1   254
NO EVENT      1   255
NO EVENT      1   256
NO EVENT      1   257
NO EVENT      1   258
NO EVENT      1   259
NO EVENT      1   260
NO EVENT      1   261
NO EVENT      1   262
NO EVENT      1   263
EVENT         1   264      0.75240E+04 0.50639E+00 0.79170E+00 0.50921E-02 0.91657E+02 0.28203E-07 0.50766E-03 0.00000E+00 0.00000E+00 0.39805E-01      0.49032E+02 0.00000E+00 0.66564E-01 0.93269E-01 0.37067E+00      0.44375E-02 0.28887E-05 0.12443E+00 0.17435E+00 0.69291E+00
     0.82952E-02 0.54001E-05
NO EVENT      1   265
NO EVENT      1   266
NO EVENT      1   267
NO EVENT      1   268
NO EVENT      1   269
NO EVENT      1   270
NO EVENT      1   271
NO EVENT      1   272
NO EVENT      1   273
NO EVENT      1   274
NO EVENT      1   275
NO EVENT      1   276
NO EVENT      1   277
NO EVENT      1   278
NO EVENT      1   279
NO EVENT      1   280
NO EVENT      1   281
NO EVENT      1   282
NO EVENT      1   283
EVENT         1   284      0.22500E+05 0.44664E+00 0.38993E+00 0.34806E-01 0.62650E+03 0.14678E-06 0.26420E-02 0.00000E+00 0.00000E+00 0.15193E+00      0.31064E+03 0.00000E+00 0.32140E-01 0.12614E+00 0.22251E+00      0.10768E+00 0.73635E-02 0.64821E-01 0.25440E+00 0.44876E+00
     0.21717E+00 0.14851E-01
EVENT         1   285      0.55800E+04 0.37287E+00 0.40170E+00 0.16125E-01 0.29026E+03 0.39677E-07 0.71419E-03 0.00000E+00 0.00000E+00 0.86860E-01      0.20528E+03 0.00000E+00 0.47808E-01 0.18763E+00 0.33098E+00      0.14049E+00 0.33189E-03 0.67598E-01 0.26530E+00 0.46799E+00
     0.19864E+00 0.46928E-03
NO EVENT      1   286
NO EVENT      1   287
NO EVENT      1   288
NO EVENT      1   289
NO EVENT      1   290
NO EVENT      1   291
NO EVENT      1   292
NO EVENT      1   293
NO EVENT      1   294
NO EVENT      1   295
NO EVENT      1   296
NO EVENT      1   297
NO EVENT      1   298
NO EVENT      1   299
NO EVENT      1   300
NO EVENT      1   301
NO EVENT      1   302
NO EVENT      1   303
NO EVENT      1   304
NO EVENT      1   305
NO EVENT      1   306
NO EVENT      1   307
NO EVENT      1   308
NO EVENT      1   309
NO EVENT      1   310
NO EVENT      1   311
NO EVENT      1   312
NO EVENT      1   313
NO EVENT      1   314
NO EVENT      1   315
NO EVENT      1   316
NO EVENT      1   317
NO EVENT      1   318
NO EVENT      1   319
NO EVENT      1   320
NO EVENT      1   321
NO EVENT      1   322
NO EVENT      1   323
NO EVENT      1   324
NO EVENT      1   325
NO EVENT      1   326
NO EVENT      1   327
NO EVENT      1   328
NO EVENT      1   329
NO EVENT      1   330
NO EVENT      1   331
NO EVENT      1   332
NO EVENT      1   333
NO EVENT      1   334
NO EVENT      1   335
NO EVENT      1   336
NO EVENT      1   337
NO EVENT      1   338
NO EVENT      1   339
NO EVENT      1   340
NO EVENT      1   341
NO EVENT      1   342
NO EVENT      1   343
NO EVENT      1   344
NO EVENT      1   345
NO EVENT      1   346
NO EVENT      1   347
NO EVENT      1   348
NO EVENT      1   349
NO EVENT      1   350
NO EVENT      1   351
NO EVENT      1   352
NO EVENT      1   353
NO EVENT      1   354
NO EVENT      1   355
NO EVENT      1   356
NO EVENT      1   357
NO EVENT      1   358
NO EVENT      1   359
NO EVENT      1   360
NO EVENT      1   361
NO EVENT      1   362
NO EVENT      1   363
NO EVENT      1   364
NO EVENT      1   365
NO EVENT      2     1
NO EVENT      2     2
EVENT         2     3      0.43200E+05 0.82424E+00 0.23842E+00 0.19563E-01 0.35214E+03 0.14678E-06 0.26420E-02 0.00000E+00 0.00000E+00 0.28294E-01      0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00      0.00000E+00 0.00000E+00 0.63700E-01 0.25000E+00 0.44100E+00
     0.22960E+00 0.15701E-01
NO EVENT      2     4
NO EVENT      2     5
NO EVENT      2     6
NO EVENT      2     7
NO EVENT      2     8
NO EVENT      2     9
NO EVENT      2    10
NO EVENT      2    11
NO EVENT      2    12
NO EVENT      2    13
NO EVENT      2    14
NO EVENT      2    15
NO EVENT      2    16
NO EVENT      2    17
NO EVENT      2    18
NO EVENT      2    19
NO EVENT      2    20
NO EVENT      2    21
NO EVENT      2    22
NO EVENT      2    23
NO EVENT      2    24
NO EVENT      2    25
NO EVENT      2    26
NO EVENT      2    27
NO EVENT      2    28
NO EVENT      2    29
NO EVENT      2    30
NO EVENT      2    31
NO EVENT      2    32
NO EVENT      2    33
NO EVENT      2    34
NO EVENT      2    35
NO EVENT      2    36
NO EVENT      2    37
NO EVENT      2    38
NO EVENT      2    39
NO EVENT      2    40
NO EVENT      2    41
NO EVENT      2    42
NO EVENT      2    43
NO EVENT      2    44
NO EVENT      2    45
NO EVENT      2    46
NO EVENT      2    47
NO EVENT      2    48
NO EVENT      2    49
NO EVENT      2    50
NO EVENT      2    51
NO EVENT      2    52
NO EVENT      2    53
NO EVENT      2    54
NO EVENT      2    55
NO EVENT      2    56
NO EVENT      2    57
NO EVENT      2    58
NO EVENT      2    59
NO EVENT      2    60
NO EVENT      2    61
NO EVENT      2    62
NO EVENT      2    63
NO EVENT      2    64
EVENT         2    65      0.72000E+04 0.52071E+00 0.37570E+00 0.25769E-01 0.46384E+03 0.14678E-06 0.26420E-02 0.00000E+00 0.00000E+00 0.92963E-01      0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00      0.00000E+00 0.00000E+00 0.63700E-01 0.25000E+00 0.44100E+00
     0.22960E+00 0.15701E-01
NO EVENT      2    66
NO EVENT      2    67
NO EVENT      2    68
NO EVENT      2    69
NO EVENT      2    70
EVENT         2    71      0.11340E+05 0.73558E+00 0.37401E+00 0.75234E-02 0.13542E+03 0.13865E-06 0.24957E-02 0.00000E+00 0.00000E+00 0.19127E-01      0.64999E+01 0.00000E+00 0.33471E-01 0.76249E-02 0.68957E-02      0.59685E-05 0.58612E-06 0.69734E+00 0.15886E+00 0.14367E+00
     0.12435E-03 0.12211E-04
NO EVENT      2    72
NO EVENT      2    73
NO EVENT      2    74
NO EVENT      2    75
NO EVENT      2    76
NO EVENT      2    77
NO EVENT      2    78
NO EVENT      2    79
NO EVENT      2    80
NO EVENT      2    81
NO EVENT      2    82
NO EVENT      2    83
NO EVENT      2    84
NO EVENT      2    85
NO EVENT      2    86
NO EVENT      2    87
NO EVENT      2    88
NO EVENT      2    89
NO EVENT      2    90
NO EVENT      2    91
NO EVENT      2    92
NO EVENT      2    93
EVENT         2    94      0.13356E+05 0.78511E+00 0.36465E+00 0.62094E-02 0.11177E+03 0.25006E-06 0.45012E-02 0.00000E+00 0.00000E+00 0.14420E-01      0.26162E+01 0.00000E+00 0.17725E-01 0.25063E-02 0.31737E-02      0.25193E-05 0.24740E-06 0.75722E+00 0.10707E+00 0.13558E+00
     0.10763E-03 0.10569E-04
NO EVENT      2    95
NO EVENT      2    96
NO EVENT      2    97
NO EVENT      2    98
NO EVENT      2    99
NO EVENT      2   100
NO EVENT      2   101
NO EVENT      2   102
NO EVENT      2   103
NO EVENT      2   104
NO EVENT      2   105
NO EVENT      2   106
NO EVENT      2   107
NO EVENT      2   108
NO EVENT      2   109
NO EVENT      2   110
NO EVENT      2   111
NO EVENT      2   112
NO EVENT      2   113
NO EVENT      2   114
NO EVENT      2   115
NO EVENT      2   116
NO EVENT      2   117
NO EVENT      2   118
NO EVENT      2   119
NO EVENT      2   120
NO EVENT      2   121
NO EVENT      2   122
NO EVENT      2   123
NO EVENT      2   124
NO EVENT      2   125
NO EVENT      2   126
NO EVENT      2   127
NO EVENT      2   128
NO EVENT      2   129
NO EVENT      2   130
NO EVENT      2   131
NO EVENT      2   132
NO EVENT      2   133
NO EVENT      2   134
NO EVENT      2   135
EVENT         2   136      0.12456E+05 0.70616E+00 0.19991E+00 0.15042E-02 0.27076E+02 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.21292E-02      0.12242E+01 0.00000E+00 0.37614E-01 0.38339E-02 0.37653E-02      0.46518E-06 0.31810E-07 0.83192E+00 0.84795E-01 0.83276E-01
     0.10288E-04 0.70355E-06
NO EVENT      2   137
NO EVENT      2   138
NO EVENT      2   139
NO EVENT      2   140
NO EVENT      2   141
NO EVENT      2   142
NO EVENT      2   143
NO EVENT      2   144
EVENT         2   145      0.11556E+05 0.54324E+00 0.31109E+00 0.59792E-02 0.10763E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.17120E-01      0.39548E+02 0.00000E+00 0.17496E+00 0.61307E-01 0.13118E+00      0.13896E-04 0.13646E-05 0.47613E+00 0.16684E+00 0.35699E+00
     0.37815E-04 0.37136E-05
NO EVENT      2   146
EVENT         2   147      0.11628E+05 0.54598E+00 0.31279E+00 0.58464E-02 0.10523E+03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.16747E-01      0.46104E+02 0.00000E+00 0.25008E+00 0.74081E-01 0.11391E+00      0.30006E-04 0.29467E-05 0.57082E+00 0.16909E+00 0.26001E+00
     0.68491E-04 0.67260E-05
NO EVENT      2   148
NO EVENT      2   149
NO EVENT      2   150
NO EVENT      2   151
NO EVENT      2   152
NO EVENT      2   153
NO EVENT      2   154
NO EVENT      2   155
NO EVENT      2   156
EVENT         2   157      0.63720E+04 0.47719E+00 0.32957E+00 0.48338E-02 0.87008E+02 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.16692E-01      0.37205E+02 0.00000E+00 0.17969E+00 0.70974E-01 0.17690E+00      0.39118E-04 0.38415E-05 0.42021E+00 0.16598E+00 0.41371E+00
     0.91481E-04 0.89837E-05
NO EVENT      2   158
NO EVENT      2   159
NO EVENT      2   160
NO EVENT      2   161
NO EVENT      2   162
NO EVENT      2   163
NO EVENT      2   164
NO EVENT      2   165
NO EVENT      2   166
NO EVENT      2   167
NO EVENT      2   168
NO EVENT      2   169
NO EVENT      2   170
NO EVENT      2   171
NO EVENT      2   172
NO EVENT      2   173
NO EVENT      2   174
NO EVENT      2   175
NO EVENT      2   176
NO EVENT      2   177
NO EVENT      2   178
NO EVENT      2   179
NO EVENT      2   180
NO EVENT      2   181
NO EVENT      2   182
NO EVENT      2   183
NO EVENT      2   184
EVENT         2   185      0.82800E+04 0.53123E+00 0.35405E+00 0.36486E-02 0.65675E+02 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.12159E-01      0.26290E+02 0.00000E+00 0.15341E+00 0.62629E-01 0.18423E+00      0.35311E-04 0.34677E-05 0.38323E+00 0.15645E+00 0.46022E+00
     0.88209E-04 0.86624E-05
NO EVENT      2   186
NO EVENT      2   187
NO EVENT      2   188
NO EVENT      2   189
NO EVENT      2   190
NO EVENT      2   191
NO EVENT      2   192
NO EVENT      2   193
NO EVENT      2   194
NO EVENT      2   195
NO EVENT      2   196
NO EVENT      2   197
NO EVENT      2   198
NO EVENT      2   199
NO EVENT      2   200
NO EVENT      2   201
NO EVENT      2   202
NO EVENT      2   203
NO EVENT      2   204
NO EVENT      2   205
NO EVENT      2   206
NO EVENT      2   207
NO EVENT      2   208
NO EVENT      2   209
NO EVENT      2   210
NO EVENT      2   211
NO EVENT      2   212
NO EVENT      2   213
NO EVENT      2   214
NO EVENT      2   215
NO EVENT      2   216
NO EVENT      2   217
NO EVENT      2   218
NO EVENT      2   219
NO EVENT      2   220
NO EVENT      2   221
NO EVENT      2   222
NO EVENT      2   223
NO EVENT      2   224
NO EVENT      2   225
NO EVENT      2   226
NO EVENT      2   227
NO EVENT      2   228
NO EVENT      2   229
NO EVENT      2   230
NO EVENT      2   231
NO EVENT      2   232
NO EVENT      2   233
NO EVENT      2   234
NO EVENT      2   235
NO EVENT      2   236
NO EVENT      2   237
NO EVENT      2   238
NO EVENT      2   239
NO EVENT      2   240
NO EVENT      2   241
NO EVENT      2   242
NO EVENT      2   243
NO EVENT      2   244
NO EVENT      2   245
NO EVENT      2   246
NO EVENT      2   247
NO EVENT      2   248
NO EVENT      2   249
NO EVENT      2   250
NO EVENT      2   251
NO EVENT      2   252
NO EVENT      2   253
NO EVENT      2   254
NO EVENT      2   255
NO EVENT      2   256
NO EVENT      2   257
NO EVENT      2   258
NO EVENT      2   259
NO EVENT      2   260
NO EVENT      2   261
NO EVENT      2   262
NO EVENT      2   263
NO EVENT      2   264
NO EVENT      2   265
NO EVENT      2   266
NO EVENT      2   267
NO EVENT      2   268
NO EVENT      2   269
NO EVENT      2   270
NO EVENT      2   271
NO EVENT      2   272
NO EVENT      2   273
NO EVENT      2   274
NO EVENT      2   275
NO EVENT      2   276
NO EVENT      2   277
NO EVENT      2   278
NO EVENT      2   279
NO EVENT      2   280
NO EVENT      2   281
NO EVENT      2   282
NO EVENT      2   283
NO EVENT      2   284
NO EVENT      2   285
NO EVENT      2   286
NO EVENT      2   287
NO EVENT      2   288
NO EVENT      2   289
NO EVENT      2   290
NO EVENT      2   291
NO EVENT      2   292
NO EVENT      2   293
NO EVENT      2   294
NO EVENT      2   295
NO EVENT      2   296
NO EVENT      2   297
EVENT         2   298      0.41400E+04 0.59145E+00 0.28897E+00 0.41051E-02 0.73891E+02 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.10028E-01      0.24642E+01 0.00000E+00 0.24537E-01 0.40957E-02 0.47079E-02      0.80023E-05 0.78586E-06 0.73575E+00 0.12281E+00 0.14117E+00
     0.23996E-03 0.23565E-04
NO EVENT      2   299
NO EVENT      2   300
NO EVENT      2   301
NO EVENT      2   302
NO EVENT      2   303
NO EVENT      2   304
NO EVENT      2   305
NO EVENT      2   306
NO EVENT      2   307
NO EVENT      2   308
NO EVENT      2   309
NO EVENT      2   310
NO EVENT      2   311
NO EVENT      2   312
NO EVENT      2   313
NO EVENT      2   314
NO EVENT      2   315
NO EVENT      2   316
NO EVENT      2   317
NO EVENT      2   318
NO EVENT      2   319
NO EVENT      2   320
NO EVENT      2   321
NO EVENT      2   322
NO EVENT      2   323
NO EVENT      2   324
NO EVENT      2   325
NO EVENT      2   326
NO EVENT      2   327
NO EVENT      2   328
NO EVENT      2   329
NO EVENT      2   330
NO EVENT      2   331
NO EVENT      2   332
NO EVENT      2   333
NO EVENT      2   334
NO EVENT      2   335
NO EVENT      2   336
NO EVENT      2   337
NO EVENT      2   338
NO EVENT      2   339
NO EVENT      2   340
NO EVENT      2   341
NO EVENT      2   342
NO EVENT      2   343
NO EVENT      2   344
NO EVENT      2   345
NO EVENT      2   346
NO EVENT      2   347
NO EVENT      2   348
NO EVENT      2   349
NO EVENT      2   350
NO EVENT      2   351
NO EVENT      2   352
NO EVENT      2   353
NO EVENT      2   354
NO EVENT      2   355
NO EVENT      2   356
NO EVENT      2   357
NO EVENT      2   358
NO EVENT      2   359
NO EVENT      2   360
NO EVENT      2   361
NO EVENT      2   362
NO EVENT      2   363
NO EVENT      2   364
NO EVENT      2   365
